ville,pays,lat,lon,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T03:00:00+00:00,1,68.96,0.0,0.26,48.0,0.07,3.12,11.28,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T04:00:00+00:00,1,69.66,0.0,0.29,47.43,0.07,3.12,10.51,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T05:00:00+00:00,1,70.19,0.02,0.31,47.34,0.07,2.99,9.62,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T06:00:00+00:00,1,69.37,0.05,0.24,49.29,0.08,2.84,8.71,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T07:00:00+00:00,1,63.88,0.02,0.1,57.63,0.08,2.32,7.22,0.01
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T08:00:00+00:00,1,62.55,0.01,0.07,58.34,0.08,2.13,6.27,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T09:00:00+00:00,1,62.11,0.01,0.06,57.76,0.07,2.03,5.62,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T10:00:00+00:00,1,62.4,0.01,0.05,58.93,0.06,1.78,4.54,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T11:00:00+00:00,1,62.11,0.01,0.05,58.71,0.06,1.65,4.04,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T12:00:00+00:00,1,62.05,0.01,0.05,57.99,0.06,1.64,3.97,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T13:00:00+00:00,1,62.91,0.01,0.07,56.99,0.06,1.6,3.85,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T14:00:00+00:00,1,64.34,0.01,0.12,55.39,0.06,1.58,3.77,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T15:00:00+00:00,1,65.88,0.0,0.18,54.4,0.06,1.61,3.69,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T16:00:00+00:00,1,66.56,0.0,0.21,53.0,0.06,1.6,3.48,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T17:00:00+00:00,1,68.03,0.0,0.23,52.25,0.05,1.55,3.15,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T18:00:00+00:00,1,69.2,0.0,0.24,51.72,0.05,1.47,2.76,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T19:00:00+00:00,1,69.61,0.0,0.25,50.75,0.04,1.39,2.4,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T20:00:00+00:00,1,70.11,0.0,0.26,49.72,0.04,1.31,2.14,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T21:00:00+00:00,1,70.11,0.0,0.26,48.72,0.03,1.22,1.91,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T22:00:00+00:00,1,69.82,0.0,0.25,47.85,0.03,1.14,1.73,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-22T23:00:00+00:00,1,69.85,0.0,0.25,46.99,0.02,1.11,1.64,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T00:00:00+00:00,1,69.85,0.0,0.24,46.38,0.02,1.09,1.59,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T01:00:00+00:00,1,69.63,0.0,0.24,45.82,0.02,1.09,1.56,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T02:00:00+00:00,1,69.59,0.0,0.25,44.92,0.02,1.12,1.59,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T03:00:00+00:00,1,69.92,0.0,0.27,44.2,0.03,1.15,1.64,0.11
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T04:00:00+00:00,1,71.04,0.0,0.32,43.57,0.04,1.19,1.75,0.15
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T05:00:00+00:00,1,71.9,0.02,0.34,43.64,0.05,1.18,1.8,0.18
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T06:00:00+00:00,1,71.7,0.05,0.27,45.15,0.05,1.15,1.8,0.19
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T07:00:00+00:00,1,64.9,0.02,0.12,51.66,0.03,0.86,1.38,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T08:00:00+00:00,1,63.25,0.02,0.08,52.31,0.03,0.84,1.37,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T09:00:00+00:00,1,62.59,0.01,0.06,51.76,0.03,0.9,1.45,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T10:00:00+00:00,1,61.7,0.01,0.04,55.36,0.02,0.8,1.26,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T11:00:00+00:00,1,60.69,0.01,0.04,56.59,0.02,0.74,1.14,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T12:00:00+00:00,1,60.52,0.01,0.04,56.09,0.02,0.76,1.17,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T13:00:00+00:00,1,61.73,0.01,0.07,54.85,0.03,0.83,1.28,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T14:00:00+00:00,1,63.65,0.01,0.12,52.75,0.03,0.94,1.45,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T15:00:00+00:00,1,65.69,0.0,0.19,51.07,0.03,1.04,1.63,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T16:00:00+00:00,1,66.86,0.0,0.22,48.81,0.04,1.15,1.84,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T17:00:00+00:00,1,68.68,0.0,0.25,47.5,0.04,1.29,2.13,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T18:00:00+00:00,1,70.18,0.0,0.26,47.0,0.04,1.4,2.37,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T19:00:00+00:00,1,70.69,0.0,0.27,46.51,0.04,1.47,2.47,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T20:00:00+00:00,1,71.16,0.0,0.27,46.34,0.04,1.5,2.5,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T21:00:00+00:00,1,71.04,0.0,0.27,46.3,0.04,1.48,2.42,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T22:00:00+00:00,1,70.73,0.0,0.26,46.05,0.03,1.44,2.31,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-23T23:00:00+00:00,1,70.74,0.0,0.26,45.43,0.03,1.42,2.23,0.1
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T00:00:00+00:00,1,70.95,0.0,0.26,44.91,0.03,1.4,2.17,0.11
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T01:00:00+00:00,1,70.88,0.0,0.26,44.44,0.03,1.39,2.1,0.13
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T02:00:00+00:00,1,70.6,0.0,0.27,44.09,0.03,1.36,2.02,0.14
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T03:00:00+00:00,1,70.5,0.0,0.28,43.97,0.03,1.34,1.98,0.16
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T04:00:00+00:00,1,71.04,0.0,0.32,43.81,0.04,1.32,1.99,0.19
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T05:00:00+00:00,1,71.63,0.02,0.33,43.71,0.05,1.31,2.04,0.21
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T06:00:00+00:00,1,71.28,0.05,0.27,44.62,0.05,1.3,2.05,0.22
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T07:00:00+00:00,1,64.29,0.02,0.11,50.99,0.03,0.99,1.55,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T08:00:00+00:00,1,62.85,0.02,0.07,50.86,0.03,0.96,1.49,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T09:00:00+00:00,1,62.32,0.02,0.06,49.68,0.03,0.97,1.49,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T10:00:00+00:00,1,62.09,0.01,0.06,52.47,0.02,0.88,1.32,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T11:00:00+00:00,1,61.84,0.01,0.07,53.67,0.02,0.84,1.25,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T12:00:00+00:00,1,61.92,0.01,0.08,53.27,0.03,0.84,1.23,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T13:00:00+00:00,1,63.07,0.01,0.11,52.07,0.03,0.84,1.23,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T14:00:00+00:00,1,64.74,0.01,0.17,49.66,0.03,0.85,1.26,0.1
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T15:00:00+00:00,1,66.42,0.0,0.23,47.67,0.03,0.88,1.3,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T16:00:00+00:00,1,67.65,0.0,0.27,44.85,0.03,0.95,1.43,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T17:00:00+00:00,1,70.33,0.0,0.3,42.78,0.04,1.08,1.68,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T18:00:00+00:00,1,72.55,0.0,0.32,41.59,0.04,1.2,1.89,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T19:00:00+00:00,1,73.85,0.0,0.33,40.48,0.04,1.26,1.99,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T20:00:00+00:00,1,74.75,0.0,0.34,39.94,0.03,1.25,1.98,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T21:00:00+00:00,1,74.67,0.0,0.33,39.9,0.03,1.19,1.88,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T22:00:00+00:00,1,74.2,0.0,0.31,39.87,0.03,1.16,1.82,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-24T23:00:00+00:00,1,73.92,0.0,0.3,39.77,0.03,1.17,1.82,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T00:00:00+00:00,1,73.48,0.0,0.29,40.21,0.03,1.17,1.81,0.1
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T01:00:00+00:00,1,72.53,0.0,0.27,40.93,0.03,1.14,1.79,0.11
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T02:00:00+00:00,1,72.24,0.0,0.27,41.52,0.03,1.12,1.77,0.12
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T03:00:00+00:00,1,72.14,0.0,0.27,42.17,0.03,1.09,1.78,0.14
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T04:00:00+00:00,1,72.48,0.0,0.3,42.43,0.04,1.08,1.86,0.17
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T05:00:00+00:00,1,72.77,0.02,0.3,42.56,0.05,1.07,1.95,0.19
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T06:00:00+00:00,1,72.14,0.05,0.24,43.31,0.05,1.02,1.93,0.18
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T07:00:00+00:00,1,65.85,0.02,0.11,48.63,0.03,0.67,1.35,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T08:00:00+00:00,1,64.05,0.01,0.07,48.66,0.02,0.6,1.16,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T09:00:00+00:00,1,63.1,0.01,0.05,47.57,0.02,0.6,1.06,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T10:00:00+00:00,1,61.4,0.01,0.04,49.02,0.02,0.54,0.81,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T11:00:00+00:00,1,60.59,0.01,0.04,48.93,0.02,0.54,0.75,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T12:00:00+00:00,1,60.46,0.01,0.04,47.85,0.02,0.55,0.79,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T13:00:00+00:00,1,61.62,0.01,0.06,46.34,0.02,0.58,0.91,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T14:00:00+00:00,1,63.59,0.01,0.12,44.55,0.03,0.66,1.09,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T15:00:00+00:00,1,65.74,0.0,0.19,43.48,0.03,0.74,1.26,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T16:00:00+00:00,1,66.64,0.0,0.22,42.3,0.03,0.82,1.43,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T17:00:00+00:00,1,67.91,0.0,0.24,42.13,0.04,0.87,1.58,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T18:00:00+00:00,1,68.72,0.0,0.23,42.59,0.04,0.89,1.67,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T19:00:00+00:00,1,68.74,0.0,0.23,42.77,0.03,0.87,1.67,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T20:00:00+00:00,1,69.13,0.0,0.24,43.2,0.03,0.85,1.66,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T21:00:00+00:00,1,68.97,0.0,0.23,43.64,0.03,0.84,1.65,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T22:00:00+00:00,1,68.42,0.0,0.22,43.85,0.02,0.84,1.65,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-25T23:00:00+00:00,1,68.07,0.0,0.21,43.82,0.02,0.86,1.68,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T00:00:00+00:00,1,68.02,0.0,0.2,43.73,0.02,0.86,1.66,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T01:00:00+00:00,1,67.9,0.0,0.2,43.09,0.02,0.86,1.62,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T02:00:00+00:00,1,67.83,0.0,0.21,41.99,0.02,0.86,1.57,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T03:00:00+00:00,1,67.9,0.0,0.22,41.07,0.03,0.87,1.54,0.08
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T04:00:00+00:00,1,68.57,0.0,0.26,39.93,0.03,0.89,1.57,0.11
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T05:00:00+00:00,1,69.18,0.02,0.28,38.88,0.04,0.89,1.58,0.12
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T06:00:00+00:00,1,68.96,0.04,0.25,38.69,0.03,0.88,1.52,0.1
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T07:00:00+00:00,1,63.99,0.01,0.15,42.2,0.02,0.66,1.0,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T08:00:00+00:00,1,62.69,0.01,0.11,42.13,0.02,0.61,0.83,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T09:00:00+00:00,1,62.25,0.01,0.09,41.31,0.02,0.6,0.79,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T10:00:00+00:00,1,62.0,0.01,0.07,42.82,0.02,0.56,0.7,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T11:00:00+00:00,1,61.43,0.01,0.06,43.14,0.02,0.56,0.67,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T12:00:00+00:00,1,61.08,0.01,0.06,42.82,0.02,0.57,0.68,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T13:00:00+00:00,1,61.8,0.01,0.08,42.45,0.02,0.58,0.73,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T14:00:00+00:00,1,63.02,0.01,0.13,41.77,0.03,0.62,0.82,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T15:00:00+00:00,1,64.23,0.0,0.18,41.92,0.03,0.65,0.89,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T16:00:00+00:00,1,64.53,0.0,0.2,42.17,0.03,0.68,1.0,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T17:00:00+00:00,1,65.16,0.0,0.2,43.5,0.03,0.7,1.12,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T18:00:00+00:00,1,65.63,0.0,0.19,45.17,0.03,0.71,1.27,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T19:00:00+00:00,1,65.55,0.0,0.19,46.47,0.03,0.74,1.51,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T20:00:00+00:00,1,65.51,0.0,0.18,47.54,0.04,0.79,1.79,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T21:00:00+00:00,1,65.02,0.0,0.17,48.44,0.04,0.83,1.97,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T22:00:00+00:00,1,64.34,0.0,0.16,49.25,0.03,0.86,2.08,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-26T23:00:00+00:00,1,63.78,0.0,0.14,49.78,0.03,0.88,2.11,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T00:00:00+00:00,1,63.36,0.0,0.13,50.06,0.03,0.89,2.08,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T01:00:00+00:00,1,63.01,0.0,0.13,50.21,0.03,0.89,2.05,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T02:00:00+00:00,1,62.9,0.0,0.13,49.75,0.03,0.9,2.09,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T03:00:00+00:00,1,62.9,0.0,0.13,49.26,0.03,0.93,2.21,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T04:00:00+00:00,1,63.09,0.0,0.15,48.61,0.03,0.97,2.34,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T05:00:00+00:00,1,63.22,0.01,0.16,48.05,0.04,0.98,2.34,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T06:00:00+00:00,1,62.8,0.02,0.14,48.0,0.04,0.92,2.19,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T07:00:00+00:00,1,60.56,0.01,0.08,50.03,0.03,0.73,1.79,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T08:00:00+00:00,1,59.39,0.01,0.05,49.46,0.03,0.68,1.63,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T09:00:00+00:00,1,58.7,0.01,0.04,48.32,0.03,0.67,1.6,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T10:00:00+00:00,1,58.83,0.01,0.03,49.19,0.03,0.64,1.52,0.02
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T11:00:00+00:00,1,58.79,0.01,0.03,48.74,0.03,0.66,1.53,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T12:00:00+00:00,1,58.84,0.01,0.04,47.92,0.03,0.7,1.58,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T13:00:00+00:00,1,59.6,0.01,0.05,47.13,0.03,0.72,1.6,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T14:00:00+00:00,1,60.72,0.01,0.08,46.26,0.03,0.72,1.6,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T15:00:00+00:00,1,61.77,0.0,0.12,46.06,0.03,0.71,1.59,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T16:00:00+00:00,1,62.05,0.0,0.14,45.36,0.03,0.71,1.63,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T17:00:00+00:00,1,63.22,0.0,0.16,45.11,0.04,0.75,1.81,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T18:00:00+00:00,1,64.16,0.0,0.17,45.09,0.04,0.82,2.06,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T19:00:00+00:00,1,64.69,0.0,0.19,44.6,0.04,0.9,2.3,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T20:00:00+00:00,1,65.52,0.0,0.2,44.22,0.04,0.97,2.52,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T21:00:00+00:00,1,65.88,0.0,0.21,43.96,0.04,1.04,2.7,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T22:00:00+00:00,1,65.83,0.0,0.21,43.64,0.03,1.07,2.82,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-27T23:00:00+00:00,1,66.02,0.0,0.21,43.0,0.03,1.12,2.96,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T00:00:00+00:00,1,66.21,0.0,0.22,42.46,0.03,1.15,3.09,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T01:00:00+00:00,1,66.49,0.0,0.22,41.7,0.03,1.18,3.18,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T02:00:00+00:00,1,66.83,0.0,0.23,41.02,0.03,1.2,3.22,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T03:00:00+00:00,1,67.21,0.0,0.24,40.9,0.03,1.22,3.22,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T04:00:00+00:00,1,67.82,0.0,0.27,40.72,0.04,1.23,3.25,0.1
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T05:00:00+00:00,1,68.5,0.02,0.28,40.38,0.04,1.22,3.27,0.11
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T06:00:00+00:00,1,68.42,0.05,0.23,40.88,0.04,1.18,3.13,0.1
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T07:00:00+00:00,1,63.94,0.02,0.12,46.44,0.03,0.92,2.58,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T08:00:00+00:00,1,62.53,0.02,0.08,46.73,0.03,0.83,2.27,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T09:00:00+00:00,1,61.98,0.01,0.06,46.23,0.03,0.78,2.02,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T10:00:00+00:00,1,62.25,0.01,0.05,48.24,0.03,0.7,1.65,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T11:00:00+00:00,1,62.28,0.01,0.05,48.24,0.03,0.67,1.43,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T12:00:00+00:00,1,62.59,0.01,0.06,47.79,0.03,0.68,1.34,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T13:00:00+00:00,1,63.61,0.01,0.07,47.21,0.03,0.72,1.33,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T14:00:00+00:00,1,65.01,0.01,0.11,45.9,0.03,0.78,1.39,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T15:00:00+00:00,1,66.3,0.0,0.16,45.1,0.03,0.84,1.45,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T16:00:00+00:00,1,66.58,0.0,0.18,44.04,0.03,0.85,1.48,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T17:00:00+00:00,1,67.8,0.0,0.2,43.91,0.03,0.83,1.46,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T18:00:00+00:00,1,68.89,0.0,0.21,44.28,0.03,0.78,1.41,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T19:00:00+00:00,1,69.31,0.0,0.22,44.35,0.03,0.75,1.38,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T20:00:00+00:00,1,70.12,0.0,0.23,44.45,0.03,0.76,1.42,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T21:00:00+00:00,1,70.41,0.0,0.24,44.64,0.03,0.78,1.46,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T22:00:00+00:00,1,70.3,0.0,0.23,44.82,0.03,0.8,1.49,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-28T23:00:00+00:00,1,70.1,0.0,0.22,45.23,0.02,0.8,1.48,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T00:00:00+00:00,1,69.87,0.0,0.21,45.8,0.02,0.77,1.42,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T01:00:00+00:00,1,69.18,0.0,0.2,46.65,0.02,0.71,1.3,0.06
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T02:00:00+00:00,1,68.72,0.0,0.2,47.15,0.02,0.67,1.23,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T03:00:00+00:00,1,68.55,0.0,0.2,47.64,0.03,0.67,1.2,0.09
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T04:00:00+00:00,1,69.08,0.0,0.23,47.75,0.03,0.69,1.24,0.12
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T05:00:00+00:00,1,69.63,0.02,0.23,47.64,0.04,0.72,1.32,0.13
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T06:00:00+00:00,1,69.49,0.04,0.19,47.92,0.04,0.76,1.36,0.12
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T07:00:00+00:00,1,64.52,0.02,0.1,51.35,0.03,0.56,0.99,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T08:00:00+00:00,1,63.34,0.01,0.07,50.91,0.03,0.56,0.92,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T09:00:00+00:00,1,62.68,0.01,0.05,49.87,0.03,0.58,0.91,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T10:00:00+00:00,1,61.72,0.01,0.04,51.7,0.02,0.53,0.77,0.04
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T11:00:00+00:00,1,60.91,0.01,0.04,52.13,0.02,0.5,0.69,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T12:00:00+00:00,1,60.78,0.01,0.04,51.41,0.02,0.5,0.68,0.03
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T13:00:00+00:00,1,61.67,0.01,0.06,50.2,0.02,0.5,0.73,0.05
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T14:00:00+00:00,1,63.27,0.01,0.12,48.3,0.03,0.54,0.81,0.07
Fianarantsoa,Madagascar,-21.4536,47.0854,2026-06-29T15:00:00+00:00,1,65.02,0.0,0.18,47.1,0.03,0.58,0.92,0.08
