ville,pays,lat,lon,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T05:00:00+00:00,1,124.45,0.23,0.69,4.61,0.14,2.39,4.13,0.41
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T06:00:00+00:00,1,130.33,0.28,0.67,6.25,0.15,2.64,4.84,0.44
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T07:00:00+00:00,1,107.93,0.11,0.45,12.06,0.16,1.59,3.19,0.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T08:00:00+00:00,1,102.37,0.07,0.38,13.95,0.17,1.42,2.92,0.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T09:00:00+00:00,1,101.97,0.05,0.34,14.97,0.18,1.44,2.93,0.48
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T10:00:00+00:00,1,91.55,0.04,0.31,16.17,0.2,1.04,2.13,0.37
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T11:00:00+00:00,1,94.28,0.04,0.35,15.55,0.21,1.11,2.27,0.37
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T12:00:00+00:00,1,97.71,0.03,0.4,14.82,0.22,1.22,2.48,0.36
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T13:00:00+00:00,1,98.89,0.03,0.44,14.14,0.22,1.29,2.55,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T14:00:00+00:00,1,100.34,0.02,0.51,13.52,0.22,1.34,2.63,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T15:00:00+00:00,1,102.07,0.01,0.6,12.9,0.22,1.41,2.82,0.37
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T16:00:00+00:00,1,108.18,0.01,0.76,11.22,0.22,1.65,3.51,0.44
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T17:00:00+00:00,1,120.02,0.01,0.95,9.01,0.21,2.05,4.53,0.52
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T18:00:00+00:00,1,130.8,0.02,1.07,7.33,0.21,2.41,5.11,0.57
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T19:00:00+00:00,1,139.28,0.02,1.15,6.06,0.2,2.67,5.38,0.6
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T20:00:00+00:00,1,143.53,0.02,1.17,5.23,0.17,2.75,5.12,0.49
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T21:00:00+00:00,1,141.13,0.02,1.11,4.77,0.12,2.55,4.26,0.36
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T22:00:00+00:00,1,137.09,0.02,1.01,4.47,0.08,2.29,3.45,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-27T23:00:00+00:00,1,134.78,0.02,0.91,4.1,0.06,2.13,3.05,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T00:00:00+00:00,1,132.07,0.03,0.83,3.96,0.05,2.0,2.82,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T01:00:00+00:00,1,129.23,0.04,0.77,3.97,0.05,1.99,2.77,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T02:00:00+00:00,1,127.09,0.04,0.75,3.96,0.05,2.05,2.83,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T03:00:00+00:00,1,125.33,0.03,0.76,4.17,0.06,2.12,2.97,0.37
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T04:00:00+00:00,1,123.02,0.09,0.72,4.99,0.08,2.16,3.45,0.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T05:00:00+00:00,1,121.19,0.21,0.56,6.8,0.1,2.15,4.04,0.42
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T06:00:00+00:00,1,116.99,0.18,0.46,10.83,0.11,2.1,4.17,0.47
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T07:00:00+00:00,1,77.93,0.05,0.19,20.85,0.12,0.74,1.5,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T08:00:00+00:00,1,70.03,0.03,0.14,22.42,0.11,0.52,1.02,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T09:00:00+00:00,1,67.32,0.02,0.12,22.74,0.11,0.5,0.89,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T10:00:00+00:00,1,65.56,0.01,0.11,24.04,0.1,0.5,0.73,0.21
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T11:00:00+00:00,1,64.91,0.01,0.12,24.8,0.09,0.5,0.69,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T12:00:00+00:00,1,65.12,0.01,0.13,24.53,0.09,0.5,0.7,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T13:00:00+00:00,1,66.01,0.01,0.16,23.08,0.1,0.5,0.77,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T14:00:00+00:00,1,68.67,0.01,0.24,21.24,0.12,0.5,0.98,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T15:00:00+00:00,1,71.8,0.0,0.33,19.7,0.13,0.54,1.21,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T16:00:00+00:00,1,75.93,0.0,0.43,17.52,0.14,0.68,1.62,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T17:00:00+00:00,1,82.84,0.0,0.55,15.12,0.14,0.94,2.2,0.36
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T18:00:00+00:00,1,89.42,0.0,0.63,13.11,0.14,1.19,2.6,0.36
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T19:00:00+00:00,1,94.1,0.0,0.69,11.37,0.13,1.38,2.78,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T20:00:00+00:00,1,96.6,0.0,0.7,10.17,0.11,1.46,2.73,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T21:00:00+00:00,1,95.41,0.0,0.67,9.26,0.09,1.42,2.42,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T22:00:00+00:00,1,93.15,0.0,0.61,8.83,0.07,1.3,2.06,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2026-02-28T23:00:00+00:00,1,90.96,0.0,0.57,8.56,0.06,1.16,1.75,0.21
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-01T00:00:00+00:00,1,88.81,0.0,0.53,8.49,0.05,1.04,1.51,0.19
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T01:00:00+00:00,1,89.87,0.01,0.53,8.3,0.06,1.27,2.02,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T02:00:00+00:00,1,91.92,0.01,0.56,7.14,0.06,1.33,2.1,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T03:00:00+00:00,1,95.08,0.02,0.61,6.42,0.07,1.44,2.3,0.38
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T04:00:00+00:00,1,101.73,0.13,0.58,6.48,0.1,1.71,3.22,0.47
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T05:00:00+00:00,1,109.36,0.3,0.44,8.68,0.14,2.11,4.65,0.56
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T06:00:00+00:00,1,113.16,0.24,0.39,14.05,0.17,2.62,5.69,0.78
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T07:00:00+00:00,1,75.03,0.05,0.11,29.03,0.14,0.74,1.79,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T08:00:00+00:00,1,70.51,0.03,0.08,32.11,0.13,0.66,1.49,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T09:00:00+00:00,1,69.61,0.03,0.07,31.89,0.14,0.78,1.62,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T10:00:00+00:00,1,69.76,0.03,0.07,32.51,0.14,0.91,1.66,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T11:00:00+00:00,1,69.3,0.02,0.07,32.66,0.13,1.0,1.67,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T12:00:00+00:00,1,69.14,0.03,0.08,32.01,0.14,1.07,1.72,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T13:00:00+00:00,1,71.78,0.04,0.12,29.81,0.14,1.19,1.94,0.41
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T14:00:00+00:00,1,76.5,0.05,0.21,27.1,0.14,1.35,2.31,0.55
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T15:00:00+00:00,1,81.23,0.04,0.36,25.04,0.14,1.49,2.64,0.68
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T16:00:00+00:00,1,86.42,0.0,0.56,22.45,0.15,1.69,3.15,0.76
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T17:00:00+00:00,1,93.94,0.0,0.68,19.94,0.16,2.0,3.92,0.67
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T18:00:00+00:00,1,100.43,0.0,0.75,17.77,0.16,2.28,4.53,0.5
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T19:00:00+00:00,1,103.62,0.0,0.77,15.78,0.15,2.42,4.78,0.4
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T20:00:00+00:00,1,104.01,0.0,0.76,14.67,0.13,2.33,4.66,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T21:00:00+00:00,1,98.59,0.0,0.67,14.45,0.1,1.95,3.86,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T22:00:00+00:00,1,92.03,0.0,0.55,14.79,0.09,1.52,2.89,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-02T23:00:00+00:00,1,88.32,0.0,0.49,14.47,0.08,1.29,2.35,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T00:00:00+00:00,1,84.84,0.0,0.43,14.25,0.07,1.12,1.98,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T01:00:00+00:00,1,81.57,0.0,0.37,14.17,0.07,0.97,1.73,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T02:00:00+00:00,1,80.32,0.0,0.34,13.91,0.07,0.89,1.62,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T03:00:00+00:00,1,80.05,0.0,0.32,13.56,0.07,0.82,1.53,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T04:00:00+00:00,1,80.5,0.03,0.28,13.3,0.09,0.73,1.53,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T05:00:00+00:00,1,81.69,0.09,0.21,13.47,0.11,0.68,1.69,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T06:00:00+00:00,1,82.18,0.09,0.17,14.67,0.12,0.66,1.81,0.4
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T07:00:00+00:00,1,76.85,0.05,0.11,18.12,0.11,0.5,1.2,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T08:00:00+00:00,1,74.21,0.04,0.08,19.85,0.1,0.5,1.05,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T09:00:00+00:00,1,73.07,0.03,0.07,20.61,0.11,0.5,1.08,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T10:00:00+00:00,1,71.56,0.03,0.06,23.45,0.09,0.5,0.88,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T11:00:00+00:00,1,70.31,0.02,0.07,25.52,0.08,0.5,0.79,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T12:00:00+00:00,1,70.33,0.02,0.08,25.67,0.08,0.51,0.82,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T13:00:00+00:00,1,73.04,0.03,0.13,24.23,0.1,0.54,1.03,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T14:00:00+00:00,1,78.38,0.05,0.22,22.49,0.13,0.7,1.46,0.46
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T15:00:00+00:00,1,84.0,0.03,0.38,21.15,0.15,0.9,1.91,0.53
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T16:00:00+00:00,1,93.75,0.0,0.66,18.11,0.16,1.27,2.9,0.57
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T17:00:00+00:00,1,109.64,0.01,0.92,14.55,0.18,1.9,4.43,0.6
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T18:00:00+00:00,1,124.3,0.01,1.08,11.68,0.18,2.54,5.78,0.6
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T19:00:00+00:00,1,133.94,0.02,1.13,9.55,0.18,3.06,6.67,0.58
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T20:00:00+00:00,1,135.57,0.02,1.08,8.59,0.15,3.12,6.27,0.45
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T21:00:00+00:00,1,128.4,0.01,0.96,8.69,0.1,2.7,4.79,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T22:00:00+00:00,1,107.27,0.0,0.68,11.18,0.09,1.75,3.24,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-03T23:00:00+00:00,1,102.79,0.0,0.63,10.49,0.08,1.59,2.86,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-04T00:00:00+00:00,1,99.7,0.0,0.59,9.86,0.07,1.48,2.62,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T01:00:00+00:00,1,96.86,0.01,0.6,9.44,0.06,1.49,2.44,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T02:00:00+00:00,1,97.2,0.01,0.61,8.38,0.06,1.5,2.39,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T03:00:00+00:00,1,99.68,0.02,0.65,7.77,0.07,1.6,2.58,0.38
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T04:00:00+00:00,1,106.54,0.13,0.64,8.12,0.11,1.85,3.55,0.46
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T05:00:00+00:00,1,114.41,0.32,0.5,10.24,0.15,2.25,4.92,0.52
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T06:00:00+00:00,1,117.4,0.25,0.44,15.72,0.17,2.74,5.89,0.69
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T07:00:00+00:00,1,71.36,0.04,0.1,34.05,0.14,0.57,1.54,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T08:00:00+00:00,1,66.32,0.02,0.07,36.85,0.11,0.51,1.15,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T09:00:00+00:00,1,65.29,0.02,0.06,35.96,0.11,0.54,1.2,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T10:00:00+00:00,1,65.33,0.02,0.06,35.41,0.1,0.59,1.18,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T11:00:00+00:00,1,65.22,0.02,0.07,33.94,0.11,0.67,1.23,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T12:00:00+00:00,1,65.47,0.02,0.08,31.96,0.11,0.72,1.31,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T13:00:00+00:00,1,66.31,0.03,0.09,30.16,0.11,0.75,1.37,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T14:00:00+00:00,1,67.4,0.03,0.13,28.49,0.12,0.76,1.4,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T15:00:00+00:00,1,68.62,0.01,0.19,26.84,0.12,0.74,1.38,0.34
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T16:00:00+00:00,1,70.95,0.0,0.28,24.07,0.12,0.76,1.55,0.37
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T17:00:00+00:00,1,76.46,0.0,0.39,21.56,0.13,0.88,1.94,0.4
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T18:00:00+00:00,1,81.07,0.0,0.46,19.72,0.14,0.99,2.22,0.36
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T19:00:00+00:00,1,85.08,0.0,0.52,17.73,0.14,1.11,2.56,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T20:00:00+00:00,1,89.19,0.0,0.58,15.84,0.13,1.19,2.89,0.34
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T21:00:00+00:00,1,89.16,0.0,0.58,14.48,0.1,1.11,2.78,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T22:00:00+00:00,1,88.65,0.0,0.56,13.07,0.08,1.05,2.56,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-05T23:00:00+00:00,1,89.48,0.0,0.57,11.67,0.07,1.07,2.47,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T00:00:00+00:00,1,89.82,0.01,0.56,10.88,0.06,1.07,2.33,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T01:00:00+00:00,1,89.26,0.01,0.54,10.73,0.06,1.05,2.16,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T02:00:00+00:00,1,88.53,0.01,0.52,11.43,0.06,1.01,2.01,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T03:00:00+00:00,1,87.82,0.01,0.51,12.9,0.07,0.98,1.96,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T04:00:00+00:00,1,88.82,0.03,0.5,15.32,0.09,1.0,2.36,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T05:00:00+00:00,1,91.58,0.13,0.44,17.0,0.12,1.1,2.99,0.42
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T06:00:00+00:00,1,90.76,0.14,0.35,20.03,0.14,1.14,3.19,0.55
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T07:00:00+00:00,1,72.15,0.03,0.18,28.84,0.13,0.55,1.64,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T08:00:00+00:00,1,67.9,0.02,0.15,30.81,0.13,0.5,1.34,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T09:00:00+00:00,1,66.55,0.02,0.13,30.94,0.13,0.5,1.32,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T10:00:00+00:00,1,65.16,0.01,0.11,36.11,0.1,0.5,1.02,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T11:00:00+00:00,1,64.27,0.01,0.11,40.27,0.08,0.5,0.82,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T12:00:00+00:00,1,64.15,0.01,0.12,41.12,0.08,0.5,0.77,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T13:00:00+00:00,1,64.83,0.01,0.14,40.8,0.08,0.5,0.8,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T14:00:00+00:00,1,66.22,0.01,0.18,38.96,0.1,0.5,0.93,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T15:00:00+00:00,1,67.82,0.0,0.23,36.91,0.11,0.51,1.05,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T16:00:00+00:00,1,71.56,0.0,0.32,33.56,0.12,0.56,1.41,0.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T17:00:00+00:00,1,78.05,0.0,0.44,30.16,0.14,0.76,2.0,0.52
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T18:00:00+00:00,1,83.99,0.0,0.52,27.3,0.14,0.97,2.55,0.5
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T19:00:00+00:00,1,87.14,0.0,0.56,24.32,0.14,1.14,2.92,0.44
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T20:00:00+00:00,1,88.49,0.0,0.56,22.09,0.13,1.2,3.06,0.38
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T21:00:00+00:00,1,85.81,0.0,0.51,20.72,0.11,1.1,2.76,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T22:00:00+00:00,1,82.3,0.0,0.46,19.34,0.09,0.96,2.31,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-06T23:00:00+00:00,1,81.69,0.0,0.46,17.74,0.07,0.95,2.18,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T00:00:00+00:00,1,81.04,0.0,0.45,16.86,0.06,0.94,2.06,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T01:00:00+00:00,1,80.28,0.0,0.45,16.42,0.06,0.95,1.98,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T02:00:00+00:00,1,80.07,0.0,0.45,16.36,0.06,0.97,1.98,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T03:00:00+00:00,1,80.66,0.0,0.46,16.65,0.06,1.01,2.1,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T04:00:00+00:00,1,83.1,0.03,0.48,16.81,0.08,1.13,2.59,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T05:00:00+00:00,1,86.05,0.13,0.37,17.41,0.1,1.27,3.17,0.45
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T06:00:00+00:00,1,85.41,0.13,0.27,20.27,0.12,1.36,3.36,0.55
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T07:00:00+00:00,1,65.97,0.03,0.09,32.26,0.07,0.56,1.34,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T08:00:00+00:00,1,62.82,0.02,0.06,34.2,0.06,0.5,0.94,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T09:00:00+00:00,1,62.03,0.01,0.06,33.56,0.06,0.5,0.82,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T10:00:00+00:00,1,63.32,0.02,0.07,33.72,0.07,0.5,0.82,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T11:00:00+00:00,1,65.33,0.02,0.09,32.42,0.09,0.53,0.93,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T12:00:00+00:00,1,67.14,0.02,0.13,30.45,0.1,0.57,1.02,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T13:00:00+00:00,1,68.76,0.02,0.17,28.1,0.1,0.61,1.1,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T14:00:00+00:00,1,71.32,0.01,0.24,25.88,0.1,0.66,1.19,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T15:00:00+00:00,1,74.15,0.01,0.33,24.17,0.1,0.71,1.28,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T16:00:00+00:00,1,76.12,0.0,0.39,22.42,0.09,0.68,1.35,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T17:00:00+00:00,1,78.17,0.0,0.41,20.84,0.09,0.63,1.4,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T18:00:00+00:00,1,79.11,0.0,0.42,19.56,0.08,0.6,1.38,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T19:00:00+00:00,1,77.31,0.0,0.39,18.6,0.08,0.58,1.43,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T20:00:00+00:00,1,77.68,0.0,0.4,17.23,0.08,0.63,1.6,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T21:00:00+00:00,1,76.49,0.0,0.4,16.26,0.08,0.61,1.49,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T22:00:00+00:00,1,76.01,0.0,0.4,14.96,0.06,0.62,1.4,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-07T23:00:00+00:00,1,76.87,0.0,0.42,13.46,0.06,0.67,1.43,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T00:00:00+00:00,1,77.47,0.0,0.44,12.48,0.05,0.72,1.5,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T01:00:00+00:00,1,77.63,0.0,0.44,11.82,0.05,0.77,1.6,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T02:00:00+00:00,1,77.97,0.01,0.45,11.38,0.05,0.81,1.73,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T03:00:00+00:00,1,78.93,0.01,0.46,11.17,0.05,0.87,1.92,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T04:00:00+00:00,1,81.96,0.03,0.48,11.03,0.07,1.0,2.4,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T05:00:00+00:00,1,85.24,0.12,0.42,11.48,0.09,1.13,2.86,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T06:00:00+00:00,1,83.97,0.12,0.33,13.84,0.1,1.15,2.93,0.4
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T07:00:00+00:00,1,68.41,0.04,0.15,20.31,0.08,0.55,1.4,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T08:00:00+00:00,1,64.57,0.02,0.11,20.61,0.08,0.5,0.98,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T09:00:00+00:00,1,62.68,0.02,0.1,20.42,0.07,0.5,0.76,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T10:00:00+00:00,1,60.74,0.01,0.08,21.76,0.05,0.5,0.5,0.14
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T11:00:00+00:00,1,59.76,0.01,0.07,22.86,0.04,0.5,0.5,0.12
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T12:00:00+00:00,1,59.61,0.01,0.07,23.36,0.04,0.5,0.5,0.12
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T13:00:00+00:00,1,59.95,0.01,0.09,23.22,0.04,0.5,0.5,0.13
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T14:00:00+00:00,1,61.04,0.01,0.11,22.49,0.05,0.5,0.5,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T15:00:00+00:00,1,62.06,0.0,0.15,21.9,0.05,0.5,0.5,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T16:00:00+00:00,1,62.88,0.0,0.17,21.2,0.05,0.5,0.52,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T17:00:00+00:00,1,64.26,0.0,0.2,20.83,0.06,0.5,0.52,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T18:00:00+00:00,1,65.19,0.0,0.21,20.98,0.06,0.5,0.53,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T19:00:00+00:00,1,65.39,0.0,0.21,20.94,0.06,0.5,0.59,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T20:00:00+00:00,1,65.86,0.0,0.22,20.96,0.06,0.5,0.67,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T21:00:00+00:00,1,65.16,0.0,0.21,21.28,0.06,0.5,0.61,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2026-03-08T22:00:00+00:00,1,64.35,0.0,0.2,21.72,0.05,0.5,0.59,0.17
